SCENARIO,SIMULATION_ID,NODE_ID,NOMBRE,CATEGORIA,BASE_DEMAND,EXTRA_DEMAND,TOTAL_DEMAND
NORMAL,955,IP04,OCORO,I-2,18,2,20
NORMAL,956,IP04,OCORO,I-2,18,0,18
NORMAL,957,IP04,OCORO,I-2,18,2,20
NORMAL,958,IP04,OCORO,I-2,18,2,20
NORMAL,959,IP04,OCORO,I-2,18,1,19
NORMAL,960,IP04,OCORO,I-2,18,1,19
NORMAL,961,IP04,OCORO,I-2,18,0,18
NORMAL,962,IP04,OCORO,I-2,18,2,20
NORMAL,963,IP04,OCORO,I-2,18,0,18
NORMAL,964,IP04,OCORO,I-2,18,1,19
NORMAL,965,IP04,OCORO,I-2,18,1,19
NORMAL,966,IP04,OCORO,I-2,18,1,19
NORMAL,967,IP04,OCORO,I-2,18,1,19
NORMAL,968,IP04,OCORO,I-2,18,2,20
NORMAL,969,IP04,OCORO,I-2,18,6,24
NORMAL,970,IP04,OCORO,I-2,18,0,18
NORMAL,971,IP04,OCORO,I-2,18,4,22
NORMAL,972,IP04,OCORO,I-2,18,1,19
NORMAL,973,IP04,OCORO,I-2,18,3,21
NORMAL,974,IP04,OCORO,I-2,18,2,20
NORMAL,975,IP04,OCORO,I-2,18,2,20
NORMAL,976,IP04,OCORO,I-2,18,1,19
NORMAL,977,IP04,OCORO,I-2,18,1,19
NORMAL,978,IP04,OCORO,I-2,18,1,19
NORMAL,979,IP04,OCORO,I-2,18,2,20
NORMAL,980,IP04,OCORO,I-2,18,5,23
NORMAL,981,IP04,OCORO,I-2,18,2,20
NORMAL,982,IP04,OCORO,I-2,18,3,21
NORMAL,983,IP04,OCORO,I-2,18,1,19
NORMAL,984,IP04,OCORO,I-2,18,5,23
NORMAL,985,IP04,OCORO,I-2,18,1,19
NORMAL,986,IP04,OCORO,I-2,18,3,21
NORMAL,987,IP04,OCORO,I-2,18,2,20
NORMAL,988,IP04,OCORO,I-2,18,4,22
NORMAL,989,IP04,OCORO,I-2,18,1,19
NORMAL,990,IP04,OCORO,I-2,18,5,23
NORMAL,991,IP04,OCORO,I-2,18,2,20
NORMAL,992,IP04,OCORO,I-2,18,2,20
NORMAL,993,IP04,OCORO,I-2,18,4,22
NORMAL,994,IP04,OCORO,I-2,18,2,20
NORMAL,995,IP04,OCORO,I-2,18,0,18
NORMAL,996,IP04,OCORO,I-2,18,1,19
NORMAL,997,IP04,OCORO,I-2,18,2,20
NORMAL,998,IP04,OCORO,I-2,18,2,20
NORMAL,999,IP04,OCORO,I-2,18,4,22
NORMAL,1000,IP04,OCORO,I-2,18,1,19
NORMAL,1,IP05,TOCAS,I-2,18,0,18
NORMAL,2,IP05,TOCAS,I-2,18,0,18
NORMAL,3,IP05,TOCAS,I-2,18,1,19
NORMAL,4,IP05,TOCAS,I-2,18,0,18
NORMAL,5,IP05,TOCAS,I-2,18,2,20
NORMAL,6,IP05,TOCAS,I-2,18,4,22
NORMAL,7,IP05,TOCAS,I-2,18,0,18
NORMAL,8,IP05,TOCAS,I-2,18,0,18
NORMAL,9,IP05,TOCAS,I-2,18,0,18
NORMAL,10,IP05,TOCAS,I-2,18,2,20
NORMAL,11,IP05,TOCAS,I-2,18,6,24
NORMAL,12,IP05,TOCAS,I-2,18,1,19
NORMAL,13,IP05,TOCAS,I-2,18,1,19
NORMAL,14,IP05,TOCAS,I-2,18,4,22
NORMAL,15,IP05,TOCAS,I-2,18,6,24
NORMAL,16,IP05,TOCAS,I-2,18,1,19
NORMAL,17,IP05,TOCAS,I-2,18,5,23
NORMAL,18,IP05,TOCAS,I-2,18,0,18
NORMAL,19,IP05,TOCAS,I-2,18,1,19
NORMAL,20,IP05,TOCAS,I-2,18,4,22
NORMAL,21,IP05,TOCAS,I-2,18,0,18
NORMAL,22,IP05,TOCAS,I-2,18,1,19
NORMAL,23,IP05,TOCAS,I-2,18,3,21
NORMAL,24,IP05,TOCAS,I-2,18,2,20
NORMAL,25,IP05,TOCAS,I-2,18,6,24
NORMAL,26,IP05,TOCAS,I-2,18,2,20
NORMAL,27,IP05,TOCAS,I-2,18,1,19
NORMAL,28,IP05,TOCAS,I-2,18,1,19
NORMAL,29,IP05,TOCAS,I-2,18,3,21
NORMAL,30,IP05,TOCAS,I-2,18,1,19
NORMAL,31,IP05,TOCAS,I-2,18,2,20
NORMAL,32,IP05,TOCAS,I-2,18,0,18
NORMAL,33,IP05,TOCAS,I-2,18,3,21
NORMAL,34,IP05,TOCAS,I-2,18,1,19
NORMAL,35,IP05,TOCAS,I-2,18,1,19
NORMAL,36,IP05,TOCAS,I-2,18,1,19
NORMAL,37,IP05,TOCAS,I-2,18,0,18
NORMAL,38,IP05,TOCAS,I-2,18,2,20
NORMAL,39,IP05,TOCAS,I-2,18,2,20
NORMAL,40,IP05,TOCAS,I-2,18,2,20
NORMAL,41,IP05,TOCAS,I-2,18,1,19
NORMAL,42,IP05,TOCAS,I-2,18,3,21
NORMAL,43,IP05,TOCAS,I-2,18,1,19
NORMAL,44,IP05,TOCAS,I-2,18,1,19
NORMAL,45,IP05,TOCAS,I-2,18,2,20
NORMAL,46,IP05,TOCAS,I-2,18,4,22
NORMAL,47,IP05,TOCAS,I-2,18,0,18
NORMAL,48,IP05,TOCAS,I-2,18,3,21
NORMAL,49,IP05,TOCAS,I-2,18,1,19
NORMAL,50,IP05,TOCAS,I-2,18,4,22
NORMAL,51,IP05,TOCAS,I-2,18,1,19
NORMAL,52,IP05,TOCAS,I-2,18,2,20
NORMAL,53,IP05,TOCAS,I-2,18,4,22
NORMAL,54,IP05,TOCAS,I-2,18,5,23
NORMAL,55,IP05,TOCAS,I-2,18,2,20
NORMAL,56,IP05,TOCAS,I-2,18,0,18
NORMAL,57,IP05,TOCAS,I-2,18,5,23
NORMAL,58,IP05,TOCAS,I-2,18,2,20
NORMAL,59,IP05,TOCAS,I-2,18,4,22
NORMAL,60,IP05,TOCAS,I-2,18,2,20
NORMAL,61,IP05,TOCAS,I-2,18,2,20
NORMAL,62,IP05,TOCAS,I-2,18,0,18
NORMAL,63,IP05,TOCAS,I-2,18,1,19
NORMAL,64,IP05,TOCAS,I-2,18,1,19
NORMAL,65,IP05,TOCAS,I-2,18,0,18
NORMAL,66,IP05,TOCAS,I-2,18,1,19
NORMAL,67,IP05,TOCAS,I-2,18,0,18
NORMAL,68,IP05,TOCAS,I-2,18,1,19
NORMAL,69,IP05,TOCAS,I-2,18,2,20
NORMAL,70,IP05,TOCAS,I-2,18,1,19
NORMAL,71,IP05,TOCAS,I-2,18,2,20
NORMAL,72,IP05,TOCAS,I-2,18,0,18
NORMAL,73,IP05,TOCAS,I-2,18,3,21
NORMAL,74,IP05,TOCAS,I-2,18,4,22
NORMAL,75,IP05,TOCAS,I-2,18,2,20
NORMAL,76,IP05,TOCAS,I-2,18,1,19
NORMAL,77,IP05,TOCAS,I-2,18,1,19
NORMAL,78,IP05,TOCAS,I-2,18,4,22
NORMAL,79,IP05,TOCAS,I-2,18,0,18
NORMAL,80,IP05,TOCAS,I-2,18,3,21
NORMAL,81,IP05,TOCAS,I-2,18,1,19
NORMAL,82,IP05,TOCAS,I-2,18,1,19
NORMAL,83,IP05,TOCAS,I-2,18,0,18
NORMAL,84,IP05,TOCAS,I-2,18,3,21
NORMAL,85,IP05,TOCAS,I-2,18,2,20
NORMAL,86,IP05,TOCAS,I-2,18,2,20
NORMAL,87,IP05,TOCAS,I-2,18,2,20
NORMAL,88,IP05,TOCAS,I-2,18,3,21
NORMAL,89,IP05,TOCAS,I-2,18,3,21
NORMAL,90,IP05,TOCAS,I-2,18,1,19
NORMAL,91,IP05,TOCAS,I-2,18,1,19
NORMAL,92,IP05,TOCAS,I-2,18,2,20
NORMAL,93,IP05,TOCAS,I-2,18,2,20
NORMAL,94,IP05,TOCAS,I-2,18,3,21
NORMAL,95,IP05,TOCAS,I-2,18,2,20
NORMAL,96,IP05,TOCAS,I-2,18,2,20
NORMAL,97,IP05,TOCAS,I-2,18,1,19
NORMAL,98,IP05,TOCAS,I-2,18,3,21
NORMAL,99,IP05,TOCAS,I-2,18,4,22
NORMAL,100,IP05,TOCAS,I-2,18,1,19
NORMAL,101,IP05,TOCAS,I-2,18,4,22
NORMAL,102,IP05,TOCAS,I-2,18,0,18
NORMAL,103,IP05,TOCAS,I-2,18,1,19
NORMAL,104,IP05,TOCAS,I-2,18,0,18
NORMAL,105,IP05,TOCAS,I-2,18,4,22
NORMAL,106,IP05,TOCAS,I-2,18,1,19
NORMAL,107,IP05,TOCAS,I-2,18,2,20
NORMAL,108,IP05,TOCAS,I-2,18,0,18
NORMAL,109,IP05,TOCAS,I-2,18,4,22
NORMAL,110,IP05,TOCAS,I-2,18,2,20
NORMAL,111,IP05,TOCAS,I-2,18,2,20
NORMAL,112,IP05,TOCAS,I-2,18,2,20
NORMAL,113,IP05,TOCAS,I-2,18,2,20
NORMAL,114,IP05,TOCAS,I-2,18,3,21
NORMAL,115,IP05,TOCAS,I-2,18,1,19
NORMAL,116,IP05,TOCAS,I-2,18,2,20
NORMAL,117,IP05,TOCAS,I-2,18,1,19
NORMAL,118,IP05,TOCAS,I-2,18,1,19
NORMAL,119,IP05,TOCAS,I-2,18,1,19
NORMAL,120,IP05,TOCAS,I-2,18,3,21
NORMAL,121,IP05,TOCAS,I-2,18,2,20
NORMAL,122,IP05,TOCAS,I-2,18,3,21
NORMAL,123,IP05,TOCAS,I-2,18,3,21
NORMAL,124,IP05,TOCAS,I-2,18,2,20
NORMAL,125,IP05,TOCAS,I-2,18,2,20
NORMAL,126,IP05,TOCAS,I-2,18,3,21
NORMAL,127,IP05,TOCAS,I-2,18,1,19
NORMAL,128,IP05,TOCAS,I-2,18,3,21
NORMAL,129,IP05,TOCAS,I-2,18,0,18
NORMAL,130,IP05,TOCAS,I-2,18,0,18
NORMAL,131,IP05,TOCAS,I-2,18,3,21
NORMAL,132,IP05,TOCAS,I-2,18,1,19
NORMAL,133,IP05,TOCAS,I-2,18,0,18
NORMAL,134,IP05,TOCAS,I-2,18,4,22
NORMAL,135,IP05,TOCAS,I-2,18,1,19
NORMAL,136,IP05,TOCAS,I-2,18,2,20
NORMAL,137,IP05,TOCAS,I-2,18,1,19
NORMAL,138,IP05,TOCAS,I-2,18,1,19
NORMAL,139,IP05,TOCAS,I-2,18,2,20
NORMAL,140,IP05,TOCAS,I-2,18,0,18
NORMAL,141,IP05,TOCAS,I-2,18,0,18
NORMAL,142,IP05,TOCAS,I-2,18,0,18
NORMAL,143,IP05,TOCAS,I-2,18,3,21
NORMAL,144,IP05,TOCAS,I-2,18,0,18
NORMAL,145,IP05,TOCAS,I-2,18,2,20
NORMAL,146,IP05,TOCAS,I-2,18,4,22
NORMAL,147,IP05,TOCAS,I-2,18,3,21
NORMAL,148,IP05,TOCAS,I-2,18,2,20
NORMAL,149,IP05,TOCAS,I-2,18,5,23
NORMAL,150,IP05,TOCAS,I-2,18,3,21
NORMAL,151,IP05,TOCAS,I-2,18,2,20
NORMAL,152,IP05,TOCAS,I-2,18,1,19
NORMAL,153,IP05,TOCAS,I-2,18,1,19
NORMAL,154,IP05,TOCAS,I-2,18,4,22
NORMAL,155,IP05,TOCAS,I-2,18,4,22
NORMAL,156,IP05,TOCAS,I-2,18,1,19
NORMAL,157,IP05,TOCAS,I-2,18,5,23
NORMAL,158,IP05,TOCAS,I-2,18,2,20
NORMAL,159,IP05,TOCAS,I-2,18,5,23
NORMAL,160,IP05,TOCAS,I-2,18,3,21
NORMAL,161,IP05,TOCAS,I-2,18,2,20
NORMAL,162,IP05,TOCAS,I-2,18,2,20
NORMAL,163,IP05,TOCAS,I-2,18,3,21
NORMAL,164,IP05,TOCAS,I-2,18,1,19
NORMAL,165,IP05,TOCAS,I-2,18,2,20
NORMAL,166,IP05,TOCAS,I-2,18,1,19
NORMAL,167,IP05,TOCAS,I-2,18,0,18
NORMAL,168,IP05,TOCAS,I-2,18,2,20
NORMAL,169,IP05,TOCAS,I-2,18,3,21
NORMAL,170,IP05,TOCAS,I-2,18,2,20
NORMAL,171,IP05,TOCAS,I-2,18,2,20
NORMAL,172,IP05,TOCAS,I-2,18,1,19
NORMAL,173,IP05,TOCAS,I-2,18,2,20
NORMAL,174,IP05,TOCAS,I-2,18,5,23
NORMAL,175,IP05,TOCAS,I-2,18,3,21
NORMAL,176,IP05,TOCAS,I-2,18,2,20
NORMAL,177,IP05,TOCAS,I-2,18,2,20
NORMAL,178,IP05,TOCAS,I-2,18,2,20
NORMAL,179,IP05,TOCAS,I-2,18,2,20
NORMAL,180,IP05,TOCAS,I-2,18,1,19
NORMAL,181,IP05,TOCAS,I-2,18,1,19
NORMAL,182,IP05,TOCAS,I-2,18,3,21
NORMAL,183,IP05,TOCAS,I-2,18,2,20
NORMAL,184,IP05,TOCAS,I-2,18,2,20
NORMAL,185,IP05,TOCAS,I-2,18,0,18
NORMAL,186,IP05,TOCAS,I-2,18,3,21
NORMAL,187,IP05,TOCAS,I-2,18,1,19
NORMAL,188,IP05,TOCAS,I-2,18,2,20
NORMAL,189,IP05,TOCAS,I-2,18,1,19
NORMAL,190,IP05,TOCAS,I-2,18,0,18
NORMAL,191,IP05,TOCAS,I-2,18,1,19
NORMAL,192,IP05,TOCAS,I-2,18,4,22
NORMAL,193,IP05,TOCAS,I-2,18,4,22
NORMAL,194,IP05,TOCAS,I-2,18,0,18
NORMAL,195,IP05,TOCAS,I-2,18,3,21
NORMAL,196,IP05,TOCAS,I-2,18,2,20
NORMAL,197,IP05,TOCAS,I-2,18,0,18
NORMAL,198,IP05,TOCAS,I-2,18,0,18
NORMAL,199,IP05,TOCAS,I-2,18,3,21
NORMAL,200,IP05,TOCAS,I-2,18,2,20
NORMAL,201,IP05,TOCAS,I-2,18,1,19
NORMAL,202,IP05,TOCAS,I-2,18,3,21
NORMAL,203,IP05,TOCAS,I-2,18,0,18
NORMAL,204,IP05,TOCAS,I-2,18,2,20
NORMAL,205,IP05,TOCAS,I-2,18,1,19
NORMAL,206,IP05,TOCAS,I-2,18,1,19
NORMAL,207,IP05,TOCAS,I-2,18,4,22
NORMAL,208,IP05,TOCAS,I-2,18,2,20
NORMAL,209,IP05,TOCAS,I-2,18,1,19
NORMAL,210,IP05,TOCAS,I-2,18,1,19
NORMAL,211,IP05,TOCAS,I-2,18,2,20
NORMAL,212,IP05,TOCAS,I-2,18,2,20
NORMAL,213,IP05,TOCAS,I-2,18,4,22
NORMAL,214,IP05,TOCAS,I-2,18,4,22
NORMAL,215,IP05,TOCAS,I-2,18,1,19
NORMAL,216,IP05,TOCAS,I-2,18,3,21
NORMAL,217,IP05,TOCAS,I-2,18,2,20
NORMAL,218,IP05,TOCAS,I-2,18,1,19
NORMAL,219,IP05,TOCAS,I-2,18,2,20
NORMAL,220,IP05,TOCAS,I-2,18,0,18
NORMAL,221,IP05,TOCAS,I-2,18,2,20
NORMAL,222,IP05,TOCAS,I-2,18,2,20
NORMAL,223,IP05,TOCAS,I-2,18,1,19
NORMAL,224,IP05,TOCAS,I-2,18,3,21
NORMAL,225,IP05,TOCAS,I-2,18,2,20
NORMAL,226,IP05,TOCAS,I-2,18,1,19
NORMAL,227,IP05,TOCAS,I-2,18,1,19
NORMAL,228,IP05,TOCAS,I-2,18,3,21
NORMAL,229,IP05,TOCAS,I-2,18,1,19
NORMAL,230,IP05,TOCAS,I-2,18,2,20
NORMAL,231,IP05,TOCAS,I-2,18,4,22
NORMAL,232,IP05,TOCAS,I-2,18,2,20
NORMAL,233,IP05,TOCAS,I-2,18,3,21
NORMAL,234,IP05,TOCAS,I-2,18,4,22
NORMAL,235,IP05,TOCAS,I-2,18,0,18
NORMAL,236,IP05,TOCAS,I-2,18,5,23
NORMAL,237,IP05,TOCAS,I-2,18,0,18
NORMAL,238,IP05,TOCAS,I-2,18,2,20
NORMAL,239,IP05,TOCAS,I-2,18,0,18
NORMAL,240,IP05,TOCAS,I-2,18,3,21
NORMAL,241,IP05,TOCAS,I-2,18,2,20
NORMAL,242,IP05,TOCAS,I-2,18,1,19
NORMAL,243,IP05,TOCAS,I-2,18,2,20
NORMAL,244,IP05,TOCAS,I-2,18,2,20
NORMAL,245,IP05,TOCAS,I-2,18,2,20
NORMAL,246,IP05,TOCAS,I-2,18,1,19
NORMAL,247,IP05,TOCAS,I-2,18,3,21
NORMAL,248,IP05,TOCAS,I-2,18,1,19
NORMAL,249,IP05,TOCAS,I-2,18,1,19
NORMAL,250,IP05,TOCAS,I-2,18,1,19
NORMAL,251,IP05,TOCAS,I-2,18,3,21
NORMAL,252,IP05,TOCAS,I-2,18,1,19
NORMAL,253,IP05,TOCAS,I-2,18,3,21
NORMAL,254,IP05,TOCAS,I-2,18,0,18
NORMAL,255,IP05,TOCAS,I-2,18,1,19
NORMAL,256,IP05,TOCAS,I-2,18,3,21
NORMAL,257,IP05,TOCAS,I-2,18,0,18
NORMAL,258,IP05,TOCAS,I-2,18,1,19
NORMAL,259,IP05,TOCAS,I-2,18,3,21
NORMAL,260,IP05,TOCAS,I-2,18,2,20
NORMAL,261,IP05,TOCAS,I-2,18,2,20
NORMAL,262,IP05,TOCAS,I-2,18,3,21
NORMAL,263,IP05,TOCAS,I-2,18,2,20
NORMAL,264,IP05,TOCAS,I-2,18,1,19
NORMAL,265,IP05,TOCAS,I-2,18,1,19
NORMAL,266,IP05,TOCAS,I-2,18,1,19
NORMAL,267,IP05,TOCAS,I-2,18,3,21
NORMAL,268,IP05,TOCAS,I-2,18,4,22
NORMAL,269,IP05,TOCAS,I-2,18,3,21
NORMAL,270,IP05,TOCAS,I-2,18,2,20
NORMAL,271,IP05,TOCAS,I-2,18,2,20
NORMAL,272,IP05,TOCAS,I-2,18,2,20
NORMAL,273,IP05,TOCAS,I-2,18,2,20
NORMAL,274,IP05,TOCAS,I-2,18,4,22
NORMAL,275,IP05,TOCAS,I-2,18,3,21
NORMAL,276,IP05,TOCAS,I-2,18,2,20
NORMAL,277,IP05,TOCAS,I-2,18,1,19
NORMAL,278,IP05,TOCAS,I-2,18,3,21
NORMAL,279,IP05,TOCAS,I-2,18,3,21
NORMAL,280,IP05,TOCAS,I-2,18,3,21
NORMAL,281,IP05,TOCAS,I-2,18,6,24
NORMAL,282,IP05,TOCAS,I-2,18,3,21
NORMAL,283,IP05,TOCAS,I-2,18,4,22
NORMAL,284,IP05,TOCAS,I-2,18,1,19
NORMAL,285,IP05,TOCAS,I-2,18,5,23
NORMAL,286,IP05,TOCAS,I-2,18,0,18
NORMAL,287,IP05,TOCAS,I-2,18,0,18
NORMAL,288,IP05,TOCAS,I-2,18,1,19
NORMAL,289,IP05,TOCAS,I-2,18,3,21
NORMAL,290,IP05,TOCAS,I-2,18,2,20
NORMAL,291,IP05,TOCAS,I-2,18,2,20
NORMAL,292,IP05,TOCAS,I-2,18,1,19
NORMAL,293,IP05,TOCAS,I-2,18,1,19
NORMAL,294,IP05,TOCAS,I-2,18,1,19
NORMAL,295,IP05,TOCAS,I-2,18,2,20
NORMAL,296,IP05,TOCAS,I-2,18,3,21
NORMAL,297,IP05,TOCAS,I-2,18,1,19
NORMAL,298,IP05,TOCAS,I-2,18,2,20
NORMAL,299,IP05,TOCAS,I-2,18,2,20
NORMAL,300,IP05,TOCAS,I-2,18,1,19
NORMAL,301,IP05,TOCAS,I-2,18,0,18
NORMAL,302,IP05,TOCAS,I-2,18,3,21
NORMAL,303,IP05,TOCAS,I-2,18,3,21
NORMAL,304,IP05,TOCAS,I-2,18,0,18
NORMAL,305,IP05,TOCAS,I-2,18,4,22
NORMAL,306,IP05,TOCAS,I-2,18,2,20
NORMAL,307,IP05,TOCAS,I-2,18,0,18
NORMAL,308,IP05,TOCAS,I-2,18,4,22
NORMAL,309,IP05,TOCAS,I-2,18,1,19
NORMAL,310,IP05,TOCAS,I-2,18,3,21
NORMAL,311,IP05,TOCAS,I-2,18,1,19
NORMAL,312,IP05,TOCAS,I-2,18,1,19
NORMAL,313,IP05,TOCAS,I-2,18,0,18
NORMAL,314,IP05,TOCAS,I-2,18,0,18
NORMAL,315,IP05,TOCAS,I-2,18,2,20
NORMAL,316,IP05,TOCAS,I-2,18,3,21
NORMAL,317,IP05,TOCAS,I-2,18,0,18
NORMAL,318,IP05,TOCAS,I-2,18,3,21
NORMAL,319,IP05,TOCAS,I-2,18,2,20
NORMAL,320,IP05,TOCAS,I-2,18,2,20
NORMAL,321,IP05,TOCAS,I-2,18,2,20
NORMAL,322,IP05,TOCAS,I-2,18,1,19
NORMAL,323,IP05,TOCAS,I-2,18,1,19
NORMAL,324,IP05,TOCAS,I-2,18,3,21
NORMAL,325,IP05,TOCAS,I-2,18,0,18
NORMAL,326,IP05,TOCAS,I-2,18,1,19
NORMAL,327,IP05,TOCAS,I-2,18,3,21
NORMAL,328,IP05,TOCAS,I-2,18,2,20
NORMAL,329,IP05,TOCAS,I-2,18,2,20
NORMAL,330,IP05,TOCAS,I-2,18,1,19
NORMAL,331,IP05,TOCAS,I-2,18,4,22
NORMAL,332,IP05,TOCAS,I-2,18,0,18
NORMAL,333,IP05,TOCAS,I-2,18,4,22
NORMAL,334,IP05,TOCAS,I-2,18,1,19
NORMAL,335,IP05,TOCAS,I-2,18,2,20
NORMAL,336,IP05,TOCAS,I-2,18,0,18
NORMAL,337,IP05,TOCAS,I-2,18,3,21
NORMAL,338,IP05,TOCAS,I-2,18,0,18
NORMAL,339,IP05,TOCAS,I-2,18,2,20
NORMAL,340,IP05,TOCAS,I-2,18,4,22
NORMAL,341,IP05,TOCAS,I-2,18,2,20
NORMAL,342,IP05,TOCAS,I-2,18,2,20
NORMAL,343,IP05,TOCAS,I-2,18,2,20
NORMAL,344,IP05,TOCAS,I-2,18,3,21
NORMAL,345,IP05,TOCAS,I-2,18,2,20
NORMAL,346,IP05,TOCAS,I-2,18,0,18
NORMAL,347,IP05,TOCAS,I-2,18,1,19
NORMAL,348,IP05,TOCAS,I-2,18,3,21
NORMAL,349,IP05,TOCAS,I-2,18,1,19
NORMAL,350,IP05,TOCAS,I-2,18,3,21
NORMAL,351,IP05,TOCAS,I-2,18,0,18
NORMAL,352,IP05,TOCAS,I-2,18,1,19
NORMAL,353,IP05,TOCAS,I-2,18,3,21
NORMAL,354,IP05,TOCAS,I-2,18,2,20
NORMAL,355,IP05,TOCAS,I-2,18,2,20
NORMAL,356,IP05,TOCAS,I-2,18,3,21
NORMAL,357,IP05,TOCAS,I-2,18,3,21
NORMAL,358,IP05,TOCAS,I-2,18,1,19
NORMAL,359,IP05,TOCAS,I-2,18,3,21
NORMAL,360,IP05,TOCAS,I-2,18,5,23
NORMAL,361,IP05,TOCAS,I-2,18,2,20
NORMAL,362,IP05,TOCAS,I-2,18,4,22
NORMAL,363,IP05,TOCAS,I-2,18,1,19
NORMAL,364,IP05,TOCAS,I-2,18,4,22
NORMAL,365,IP05,TOCAS,I-2,18,1,19
NORMAL,366,IP05,TOCAS,I-2,18,2,20
NORMAL,367,IP05,TOCAS,I-2,18,0,18
NORMAL,368,IP05,TOCAS,I-2,18,1,19
NORMAL,369,IP05,TOCAS,I-2,18,2,20
NORMAL,370,IP05,TOCAS,I-2,18,2,20
NORMAL,371,IP05,TOCAS,I-2,18,3,21
NORMAL,372,IP05,TOCAS,I-2,18,0,18
NORMAL,373,IP05,TOCAS,I-2,18,4,22
NORMAL,374,IP05,TOCAS,I-2,18,3,21
NORMAL,375,IP05,TOCAS,I-2,18,1,19
NORMAL,376,IP05,TOCAS,I-2,18,3,21
NORMAL,377,IP05,TOCAS,I-2,18,1,19
NORMAL,378,IP05,TOCAS,I-2,18,1,19
NORMAL,379,IP05,TOCAS,I-2,18,2,20
NORMAL,380,IP05,TOCAS,I-2,18,5,23
NORMAL,381,IP05,TOCAS,I-2,18,1,19
NORMAL,382,IP05,TOCAS,I-2,18,1,19
NORMAL,383,IP05,TOCAS,I-2,18,1,19
NORMAL,384,IP05,TOCAS,I-2,18,3,21
NORMAL,385,IP05,TOCAS,I-2,18,2,20
NORMAL,386,IP05,TOCAS,I-2,18,3,21
NORMAL,387,IP05,TOCAS,I-2,18,2,20
NORMAL,388,IP05,TOCAS,I-2,18,0,18
NORMAL,389,IP05,TOCAS,I-2,18,3,21
NORMAL,390,IP05,TOCAS,I-2,18,1,19
NORMAL,391,IP05,TOCAS,I-2,18,2,20
NORMAL,392,IP05,TOCAS,I-2,18,0,18
NORMAL,393,IP05,TOCAS,I-2,18,2,20
NORMAL,394,IP05,TOCAS,I-2,18,0,18
NORMAL,395,IP05,TOCAS,I-2,18,0,18
NORMAL,396,IP05,TOCAS,I-2,18,0,18
NORMAL,397,IP05,TOCAS,I-2,18,2,20
NORMAL,398,IP05,TOCAS,I-2,18,3,21
NORMAL,399,IP05,TOCAS,I-2,18,2,20
NORMAL,400,IP05,TOCAS,I-2,18,2,20
NORMAL,401,IP05,TOCAS,I-2,18,4,22
NORMAL,402,IP05,TOCAS,I-2,18,3,21
NORMAL,403,IP05,TOCAS,I-2,18,1,19
NORMAL,404,IP05,TOCAS,I-2,18,1,19
NORMAL,405,IP05,TOCAS,I-2,18,3,21
NORMAL,406,IP05,TOCAS,I-2,18,3,21
NORMAL,407,IP05,TOCAS,I-2,18,3,21
NORMAL,408,IP05,TOCAS,I-2,18,1,19
NORMAL,409,IP05,TOCAS,I-2,18,1,19
NORMAL,410,IP05,TOCAS,I-2,18,3,21
NORMAL,411,IP05,TOCAS,I-2,18,3,21
NORMAL,412,IP05,TOCAS,I-2,18,0,18
NORMAL,413,IP05,TOCAS,I-2,18,0,18
NORMAL,414,IP05,TOCAS,I-2,18,3,21
NORMAL,415,IP05,TOCAS,I-2,18,2,20
NORMAL,416,IP05,TOCAS,I-2,18,1,19
NORMAL,417,IP05,TOCAS,I-2,18,1,19
NORMAL,418,IP05,TOCAS,I-2,18,0,18
NORMAL,419,IP05,TOCAS,I-2,18,2,20
NORMAL,420,IP05,TOCAS,I-2,18,1,19
NORMAL,421,IP05,TOCAS,I-2,18,6,24
NORMAL,422,IP05,TOCAS,I-2,18,4,22
NORMAL,423,IP05,TOCAS,I-2,18,3,21
NORMAL,424,IP05,TOCAS,I-2,18,0,18
NORMAL,425,IP05,TOCAS,I-2,18,1,19
NORMAL,426,IP05,TOCAS,I-2,18,2,20
NORMAL,427,IP05,TOCAS,I-2,18,0,18
NORMAL,428,IP05,TOCAS,I-2,18,1,19
NORMAL,429,IP05,TOCAS,I-2,18,2,20
NORMAL,430,IP05,TOCAS,I-2,18,2,20
NORMAL,431,IP05,TOCAS,I-2,18,3,21
NORMAL,432,IP05,TOCAS,I-2,18,4,22
NORMAL,433,IP05,TOCAS,I-2,18,1,19
NORMAL,434,IP05,TOCAS,I-2,18,3,21
NORMAL,435,IP05,TOCAS,I-2,18,2,20
NORMAL,436,IP05,TOCAS,I-2,18,0,18
NORMAL,437,IP05,TOCAS,I-2,18,1,19
NORMAL,438,IP05,TOCAS,I-2,18,2,20
NORMAL,439,IP05,TOCAS,I-2,18,2,20
NORMAL,440,IP05,TOCAS,I-2,18,1,19
NORMAL,441,IP05,TOCAS,I-2,18,2,20
NORMAL,442,IP05,TOCAS,I-2,18,1,19
NORMAL,443,IP05,TOCAS,I-2,18,1,19
NORMAL,444,IP05,TOCAS,I-2,18,0,18
NORMAL,445,IP05,TOCAS,I-2,18,5,23
NORMAL,446,IP05,TOCAS,I-2,18,4,22
NORMAL,447,IP05,TOCAS,I-2,18,2,20
NORMAL,448,IP05,TOCAS,I-2,18,2,20
NORMAL,449,IP05,TOCAS,I-2,18,3,21
NORMAL,450,IP05,TOCAS,I-2,18,0,18
NORMAL,451,IP05,TOCAS,I-2,18,0,18
NORMAL,452,IP05,TOCAS,I-2,18,0,18
NORMAL,453,IP05,TOCAS,I-2,18,1,19
